,Location,Type,Amount,Year
3783,Holm Primary School,Gas kWh,418846.01999999996,2013/14
3784,Inver Primary School,Electric kWh,55917.51682368774,2013/14
3785,Invergarry Primary School,Electric kWh,35292.3875893609,2013/14
3786,Invergordon Academy,Biomass kWh,0.0,2013/14
3787,Invergordon Academy,Electric kWh,217547.31441295033,2013/14
3788,Invergordon Academy,Oil kWh,930497.3282104135,2013/14
3789,Inverlochy Primary School,Biomass kWh,160464.11042944784,2013/14
3790,Inverlochy Primary School,Electric kWh,49997.665260549555,2013/14
3791,Inverlochy Primary School,Oil kWh,170552.64333803506,2013/14
3792,Inverness Child Guidance Centre,Electric kWh,109677.62568927245,2013/14
3793,Inverness High School,Biomass kWh,236047.84254871952,2013/14
3794,Inverness High School,Electric kWh,302585.0,2013/14
3795,Inverness High School,Gas kWh,1831736.7400000005,2013/14
3796,Inverness High School,Oil kWh,54472.34528163862,2013/14
3797,Keiss Primary School,Electric kWh,92776.16687364309,2013/14
3798,Kilchoan Primary School,Electric kWh,50570.927521250414,2013/14
3799,Kilchuimen Academy,Biomass kWh,141874.16666666663,2013/14
3800,Kilchuimen Academy,Electric kWh,95827.87976012663,2013/14
3801,Kilchuimen Academy,Oil kWh,131807.28766886916,2013/14
3802,Kilmuir Primary School,Electric kWh,29506.03260156398,2013/14
3803,Kilmuir Primary School,Oil kWh,78037.72576686845,2013/14
3804,Kiltearn Primary School,Biomass kWh,26394.464165310026,2013/14
3805,Kiltearn Primary School,Electric kWh,35940.16425358989,2013/14
3806,Kiltearn Primary School,Oil kWh,127899.37486220396,2013/14
3807,Kingussie High School,Biomass kWh,773293.0769230768,2013/14
3808,Kingussie High School,Electric kWh,338357.5391942446,2013/14
3809,Kingussie High School,Oil kWh,240346.84228873608,2013/14
3810,Kingussie Primary School,Biomass kWh,181962.4748201439,2013/14
3811,Kingussie Primary School,Electric kWh,88299.0,2013/14
3812,Kingussie Primary School,Oil kWh,223181.14929200636,2013/14
3813,Kinlochbervie High School,Electric kWh,498458.5777020184,2013/14
3814,Kinlochewe Primary School,Electric kWh,58796.192280725285,2013/14
3815,Kinmylies Primary School,Electric kWh,68542.99999999999,2013/14
3816,Kinmylies Primary School,Gas kWh,53055.831999103524,2013/14
3817,Kinmylies Primary School,Oil kWh,0.0,2013/14
3818,Kirkhill Primary School,Biomass kWh,78942.25338894683,2013/14
3819,Kirkhill Primary School,Electric kWh,68479.94655526224,2013/14
3820,Knockbreck Primary School (Skye),Electric kWh,36698.563614913866,2013/14
3821,Knockbreck Primary School (Tain),Electric kWh,102693.3937654178,2013/14
3822,Kyle Primary School,Electric kWh,88947.63863178209,2013/14
3823,Kyleakin Primary School,Electric kWh,72194.04315433209,2013/14
3824,Lady Lovat Primary School,Electric kWh,34116.71595138322,2013/14
3825,Lairg Primary School,Biomass kWh,60984.19822252734,2013/14
3826,Lairg Primary School,Electric kWh,47684.19356746126,2013/14
3827,Lairg Primary School,Oil kWh,111079.40028664205,2013/14
3828,Loch Duich Primary School,Electric kWh,61185.259045245286,2013/14
3829,Lochaber High School,Biomass kWh,1354818.2482208586,2013/14
3830,Lochaber High School,Electric kWh,940259.0,2013/14
3831,Lochaber High School,Oil kWh,882169.3617561471,2013/14
3832,Lochaline Primary School,Biomass kWh,54891.060862832805,2013/14
3833,Lochaline Primary School,Electric kWh,55969.55753816409,2013/14
3834,Lochardil Primary School,Electric kWh,111153.50865801815,2013/14
3835,Lochardil Primary School,Oil kWh,286658.58044179826,2013/14
3836,Lochcarron Primary School,Biomass kWh,67647.64111151596,2013/14
3837,Lochcarron Primary School,Electric kWh,82986.5993125989,2013/14
3838,Lochcarron Primary School,Oil kWh,0.0,2013/14
3839,Lochinver Primary School,Electric kWh,26017.54537584593,2013/14
3840,Lochinver Primary School,Oil kWh,133328.83007470143,2013/14
3841,Lundavra Primary School,Biomass kWh,0.0,2013/14
3842,Lybster Primary School,Biomass kWh,262500.1448427213,2013/14
3843,Lybster Primary School,Electric kWh,64685.279396170896,2013/14
3844,Lybster Primary School,Oil kWh,84768.4278663224,2013/14
3845,MacDiarmid Primary School,Electric kWh,75575.79330061002,2013/14
3846,Mallaig High School,Electric kWh,350558.0323014806,2013/14
3847,Mallaig High School Residences,Electric kWh,130872.82014388489,2013/14
3848,Mallaig Primary School,Electric kWh,32854.21922405232,2013/14
3849,Mallaig Primary School,Oil kWh,134389.3129635298,2013/14
3850,Marybank Primary School,Electric kWh,104775.43450867588,2013/14
3851,Melvich Primary School,Electric kWh,20634.227614490774,2013/14
3852,Melvich Primary School,Oil kWh,135933.10730828615,2013/14
3853,Merkinch Family Centre,Electric kWh,17505.059024260398,2013/14
3854,Merkinch Family Centre,Gas kWh,74887.72000000003,2013/14
3855,Merkinch Primary School,Electric kWh,96540.84623491816,2013/14
3856,Merkinch Primary School,Gas kWh,797785.63,2013/14
3857,Millbank Park Boating Shed,Electric kWh,0.04771371769383698,2013/14
3858,Millbank Primary School,Electric kWh,193337.2120573493,2013/14
3859,Millbank Primary School,Gas kWh,60339.310000000005,2013/14
3860,Millbank Primary School,Oil kWh,335218.51539955585,2013/14
3861,Miller Academy Primary School,Electric kWh,282462.0,2013/14
3862,Miller Academy Primary School,Gas kWh,19849.68,2013/14
3863,Miller Academy Primary School,Oil kWh,234533.87875906331,2013/14
3864,Milton Of Leys Primary School,Biomass kWh,305321.84511519683,2013/14
3865,Milton Of Leys Primary School,Electric kWh,160110.06832298136,2013/14
3866,Milton Primary School,Biomass kWh,143396.43199292972,2013/14
3867,Milton Primary School,Electric kWh,47611.67564272016,2013/14
3868,Milton Primary School,Oil kWh,16005.342158953199,2013/14
3869,Morven Youth Club,Electric kWh,4884.511410179351,2013/14
3870,Mount Pleasant Primary School,Electric kWh,67767.58470134684,2013/14
3871,Mount Pleasant Primary School,Oil kWh,466877.83528197126,2013/14
3872,Muir of Ord Library,Electric kWh,35.03071305033362,2013/14
3873,Muirtown Primary School,Electric kWh,112111.14173228349,2013/14
3874,Muirtown Primary School,Gas kWh,365922.44,2013/14
3875,Mulbuie Primary School,Electric kWh,38643.77483315865,2013/14
3876,Mulbuie Primary School,Oil kWh,40011.47636251316,2013/14
3877,Munlochy Primary School,Electric kWh,82664.58209892214,2013/14
3878,Munlochy Primary School,Oil kWh,57086.168081662465,2013/14
3879,Nairn Academy,Electric kWh,463489.184029793,2013/14
3880,Nairn Academy,Gas kWh,1905386.9400000002,2013/14
3881,Newmore Primary School,Electric kWh,54224.335042659266,2013/14
3882,Newtonmore Primary School,Electric kWh,209026.30454273467,2013/14
3883,North Kessock Primary School,Biomass kWh,0.0,2013/14
3884,North Kessock Primary School,Electric kWh,196791.35774889286,2013/14
3885,Obsdale Primary School,Electric kWh,38924.55590065561,2013/14
3886,Obsdale Primary School,Oil kWh,276305.36170212773,2013/14
3887,Park Primary School,Biomass kWh,424856.17391745,2013/14
3888,Park Primary School,Electric kWh,75988.20258278819,2013/14
3889,Park Primary School,Oil kWh,125247.68513385607,2013/14
3890,Pefferside Park,Electric kWh,10769.250775785695,2013/14
3891,Pennyland Primary School,Electric kWh,294207.0,2013/14
3892,Plockton High School,Biomass kWh,832447.6122326726,2013/14
3893,Plockton High School,Electric kWh,378520.7336354575,2013/14
3894,Plockton High School,Oil kWh,248912.8942290278,2013/14
3895,Plockton Primary School,Electric kWh,94792.35626878063,2013/14
3896,Poolewe Primary School,Electric kWh,70221.19759006599,2013/14
3897,Portree Primary School,Electric kWh,262529.3452859379,2013/14
3898,Queens Park Grandstand,Electric kWh,18364.2739249589,2013/14
3899,Raasay Primary School,Electric kWh,32713.302754836033,2013/14
3900,Raigmore Community Centre,Electric kWh,78561.77366878933,2013/14
3901,Raigmore Primary School,Electric kWh,83262.05625313913,2013/14
3902,Raigmore Primary School,Oil kWh,243964.26578960876,2013/14
3903,Reay Primary School,Electric kWh,74753.6657465843,2013/14
3904,Rogart Primary School,Electric kWh,96275.05724343115,2013/14
3905,Rosebank Primary School,Electric kWh,176329.09571460698,2013/14
3906,Rosebank Primary School,Oil kWh,433804.2623957092,2013/14
3907,Rosehall Primary School,Electric kWh,66011.76010246437,2013/14
3908,Rosemarkie Beach Amenities,Electric kWh,9699.866458805915,2013/14
3909,Roy Bridge Primary School,Electric kWh,75227.83247378498,2013/14
3910,Scourie Primary School,Electric kWh,84277.0354235829,2013/14
3911,Shieldaig Primary School,Electric kWh,55093.86009129943,2013/14
3912,Sir John's Square Gardens,Electric kWh,447.90148090827546,2013/14
3913,Sleat Primary School _Bun-sgoil Shleite,Biomass kWh,0.0,2013/14
3914,Sleat Primary School _Bun-sgoil Shleite,Electric kWh,89604.3133571678,2013/14
3915,Smithton Primary School,Electric kWh,89612.77232680251,2013/14
3916,Smithton Primary School,Gas kWh,447237.77000000014,2013/14
3917,Smithton Primary School,Oil kWh,0.0,2013/14
3918,South Lodge Primary School,Biomass kWh,197133.14509122504,2013/14
3919,South Lodge Primary School,Electric kWh,59248.985803449315,2013/14
3920,South Lodge Primary School,Oil kWh,136096.69689332534,2013/14
3921,St Bride's Primary School,Electric kWh,59117.50644242116,2013/14
3922,St Clements Special School,Electric kWh,50347.6433446769,2013/14
3923,St Clements Special School,Gas kWh,0.0,2013/14
3924,St Clements Special School,Oil kWh,183554.29068093764,2013/14
3925,St Duthus School,Electric kWh,89420.0842322071,2013/14
3926,St Joseph's RC Primary School,Electric kWh,66937.10367245956,2013/14
3927,St Joseph's RC Primary School,Oil kWh,316781.1537950663,2013/14
3928,Staffin Primary School,Biomass kWh,0.0,2013/14
3929,Staffin Primary School,Electric kWh,116330.35332464144,2013/14
3930,Stoer Primary School (Mothballed),Electric kWh,49816.22745688176,2013/14
3931,Strathconon Primary School,Electric kWh,52139.730975792045,2013/14
3932,Stratherrick Primary School,Electric kWh,82339.06440063998,2013/14
3933,Strathgarve Primary School,Electric kWh,52139.730975792045,2013/14
3934,Strathpeffer Primary School,Electric kWh,246920.00000000003,2013/14
3935,Struan Primary School,Electric kWh,47451.292743921695,2013/14
3936,Struy Primary School,Electric kWh,0.0,2013/14
3937,Tain Royal Academy,Biomass kWh,1871511.9613390153,2013/14
3938,Tain Royal Academy,Electric kWh,952376.6447547812,2013/14
3939,Tain Royal Academy,Oil kWh,656294.6480712857,2013/14
3940,Tarbat Primary School,Electric kWh,50500.06607004888,2013/14
3941,Tarbat Primary School,Oil kWh,65659.12923476416,2013/14
3942,Tarradale Primary School,Biomass kWh,216771.3271507105,2013/14
3943,Tarradale Primary School,Electric kWh,212545.80343344976,2013/14
3944,Tarradale Primary School,Oil kWh,16269.1541281197,2013/14
3945,Teanassie Primary School,Electric kWh,100903.87092266121,2013/14
3946,The Breck Leisure Centre,Electric kWh,304.62546537602384,2013/14
3947,The Bridge,Electric kWh,107011.77314211211,2013/14
3948,Thrumster Primary School,Electric kWh,84125.85473676628,2013/14
3949,Thurso High School,Biomass kWh,224038.34955923175,2013/14
3950,Thurso High School,Electric kWh,1148637.9999999998,2013/14
3951,Thurso High School,Gas kWh,120925.82999999997,2013/14
3952,Thurso High School,Oil kWh,313542.38495823496,2013/14
3953,Thurso Youth Club,Electric kWh,7814.69028051291,2013/14
3954,Thurso Youth Club,Gas kWh,124179.08000000003,2013/14
3955,Tomnacross Primary School,Electric kWh,217271.0,2013/14
3956,Tongue Primary School,Electric kWh,54450.48652843266,2013/14
3957,Tore Primary School,Electric kWh,96488.30148048454,2013/14
3958,Torridon Primary School (Mothballed),Electric kWh,16575.422785713887,2013/14
3959,Uig Primary School,Electric kWh,38979.82723483094,2013/14
3960,Ullapool Gym Hall,Electric kWh,11109.61125914071,2013/14
3961,Ullapool High School,Electric kWh,339608.0,2013/14
3962,Ullapool Primary School,Electric kWh,118224.2259372879,2013/14
3963,Ullapool Primary School,Oil kWh,174608.66853865574,2013/14
3964,Watten Primary School,Electric kWh,103076.14115054044,2013/14
3965,Wick High School,Electric kWh,466270.1496062993,2013/14
3966,Wick High School,Gas kWh,2408.6699999999996,2013/14
3967,Wick High School,Oil kWh,2416249.7688603494,2013/14
3968,Wick Youth Club,Electric kWh,18167.572376044518,2013/14
3969,Wick Youth Club,Gas kWh,118137.73,2013/14
3970,Abernethy Primary School,Biomass kWh,179556.59170301247,2014/15
3971,Abernethy Primary School,Electric kWh,61474.303873314726,2014/15
3972,Abernethy Primary School,Oil kWh,133325.3949579832,2014/15
3973,Acharacle Primary School ,Electric kWh,77388.24137931032,2014/15
3974,Achfary Primary School,Electric kWh,40084.07717939155,2014/15
3975,Achiltibuie Primary School,Electric kWh,57422.5528498295,2014/15
3976,Aldourie Primary School,Electric kWh,42509.45299069428,2014/15
3977,Alness Academy ( Old ),Electric kWh,489489.14555573807,2014/15
3978,Alness Academy ( Old ),Oil kWh,3155234.2556151254,2014/15
3979,Altnaharra Primary School (Mothballed),Electric kWh,5470.290184413968,2014/15
3980,Altnaharra Primary School (Mothballed),Oil kWh,49129.73569451184,2014/15
3981,Alvie Primary School,Electric kWh,70404.7030417062,2014/15
3982,Applecross Primary School,Electric kWh,11186.991473235434,2014/15
3983,Ardersier Primary School,Biomass kWh,152850.5110429448,2014/15
3984,Ardersier Primary School,Electric kWh,77846.92487262622,2014/15
3985,Ardgour Primary School,Electric kWh,60385.861084869844,2014/15
3986,Ardross Primary School,Electric kWh,97814.61814562324,2014/15
3987,Arisaig RC Primary School,Electric kWh,10686.647091724953,2014/15
3988,Arisaig RC Primary School,Oil kWh,51627.2641272065,2014/15
3989,Auchtertyre Primary School,Biomass kWh,106287.23372700854,2014/15
3990,Auchtertyre Primary School,Electric kWh,114132.19290623901,2014/15
3991,Auldearn Primary School,Electric kWh,80501.85183781736,2014/15
3992,Auldearn Primary School,Gas kWh,363927.1199999999,2014/15
3993,Aviemore Primary School,Biomass kWh,951476.9513808966,2014/15
3994,Aviemore Primary School,Electric kWh,351085.0,2014/15
3995,Avoch Primary School,Biomass kWh,154622.6423959106,2014/15
3996,Avoch Primary School,Electric kWh,66347.99999999999,2014/15
3997,Avoch Primary School,Oil kWh,117800.99293139883,2014/15
3998,Badcaul Primary School,Electric kWh,58828.57144968096,2014/15
3999,Ballachulish Primary School,Electric kWh,104642.55595927133,2014/15
4000,Balloch Primary School,Electric kWh,77508.08060179614,2014/15
4001,Balloch Primary School,Gas kWh,0.0,2014/15
4002,Balnain Primary School,Electric kWh,44624.724894273415,2014/15
4003,Banavie Primary School,Electric kWh,32685.089393237613,2014/15
4004,Banavie Primary School,Oil kWh,196946.30209903538,2014/15
4005,Beauly Primary School,Biomass kWh,224282.3189521332,2014/15
4006,Beauly Primary School,Electric kWh,190162.36591014353,2014/15
4007,Beauly Primary School,Oil kWh,4850.098330241189,2014/15
4008,Ben Wyvis Primary School,Biomass kWh,471236.9893179796,2014/15
4009,Ben Wyvis Primary School,Electric kWh,211264.91561238232,2014/15
4010,Ben Wyvis Primary School,Gas kWh,4294.492650990342,2014/15
4011,Bishop Eden Primary School,Electric kWh,105762.8285008365,2014/15
4012,Black Isle Centre Raddery School,Electric kWh,186845.3917083413,2014/15
4013,Black Isle Centre Raddery School,Oil kWh,0.0,2014/15
4014,Bonar Bridge Primary School,Electric kWh,154956.11124724458,2014/15
4015,Bower Primary School,Electric kWh,72817.89196162918,2014/15
4016,Bridgend Primary School,Biomass kWh,125220.00000000001,2014/15
4017,Bridgend Primary School,Electric kWh,111377.04488541643,2014/15
4018,Bridgend Primary School,Oil kWh,271721.52297865547,2014/15
4019,Broadford Primary School,Biomass kWh,153490.16816559012,2014/15
4020,Broadford Primary School,Electric kWh,57903.03126550869,2014/15
4021,Broadford Primary School,Oil kWh,0.0,2014/15
4022,Brora Heritage Centre,Electric kWh,16707.252222044557,2014/15
4023,Brora Primary School,Electric kWh,453557.00000000023,2014/15
4024,Bualnaluib Nursery School,Electric kWh,12538.09914689935,2014/15
4025,Bualnaluib Primary School,Electric kWh,89663.40157480315,2014/15
4026,Cameron Youth Centre / Comm' Ed' Office,Electric kWh,48433.700160342065,2014/15
4027,Canisbay Primary School,Electric kWh,65676.47122394445,2014/15
4028,Cannich Bridge Primary School,Electric kWh,70769.83056605502,2014/15
4029,Caol Community Centre,Electric kWh,81670.83495532488,2014/15
4030,Caol Joint Campus,Biomass kWh,0.0,2014/15
4031,Caol Sports Pavilion (all weather pitch),Electric kWh,5849.476003662191,2014/15
4032,Carbost Primary School,Electric kWh,60743.13421869859,2014/15
4033,Carrbridge Primary School,Biomass kWh,165739.6549642553,2014/15
4034,Carrbridge Primary School,Electric kWh,44625.357306458995,2014/15
4035,Castletown Primary School,Biomass kWh,192436.1738472972,2014/15
4036,Castletown Primary School,Electric kWh,69538.36011541788,2014/15
4037,Castletown Primary School,Oil kWh,325730.3541664589,2014/15
4038,Cauldeen Primary School,Electric kWh,96836.843719471,2014/15
4039,Cauldeen Primary School,Gas kWh,425432.44000000006,2014/15
4040,Central Primary School,Electric kWh,110996.97331791224,2014/15
4041,Central Primary School,Gas kWh,627793.9214516127,2014/15
4042,Central Primary School,Oil kWh,0.0,2014/15
4043,Charleston Academy,Electric kWh,474820.59106067626,2014/15
4044,Charleston Academy,Gas kWh,1910856.08,2014/15
4045,Clachnaharry Office,Electric kWh,58541.14145199065,2014/15
